NAME	TITLE	SCORE	
DAP3P1	NNN	1.4310861	
RP4-777L9.2	NNN	1.4235368	
NLRC4	NNN	1.4214479	
LINC00311	NNN	1.4212352	
RYKP1	NNN	1.4212352	
CTC-450M9.1	NNN	1.4174808	
ACVR2B-AS1	NNN	1.4147855	
RP11-552F3.12	NNN	1.4067566	
CTD-2523D13.2	NNN	1.4049054	
ADAM21	NNN	1.4049054	
BNIP3P10	NNN	1.4049054	
AC010492.2	NNN	1.3985615	
TNRC18P3	NNN	1.3966011	
DGCR12	NNN	1.3959984	
RP3-522J7.5	NNN	1.3869791	
RP11-806L2.6	NNN	1.3830045	
BAAT	NNN	1.3783507	
ANKS1B	NNN	1.3754495	
LINC00601	NNN	1.3672848	
SLC10A5	NNN	1.3657305	
RP11-212P7.2	NNN	1.3653846	
RP11-407N17.4	NNN	1.3600664	
RP13-39P12.3	NNN	1.3529412	
ABCC6	NNN	1.3482639	
DHX9P1	NNN	1.3473849	
RP11-161H23.10	NNN	1.3469177	
DSCAM	NNN	1.3458369	
AC018737.1	NNN	1.3444443	
GPR19	NNN	1.340237	
LPP-AS2	NNN	1.3338331	
GCKR	NNN	1.3292856	
LINC00856	NNN	1.3292856	
RP11-481J2.2	NNN	1.3292856	
RP5-971N18.3	NNN	1.3292856	
RP11-242D8.2	NNN	1.3289075	
NDUFAF4P3	NNN	1.3254275	
RPL7AP33	NNN	1.3249508	
RP11-192P3.4	NNN	1.3238018	
RP11-115J23.1	NNN	1.3235294	
POU5F1P3	NNN	1.3214321	
RP11-626H12.3	NNN	1.317259	
TDRD12	NNN	1.3157183	
GTF2IP9	NNN	1.3131965	
LRRC34P1	NNN	1.3131965	
CTC-457E21.1	NNN	1.3131965	
POT1-AS1	NNN	1.3076923	
NBPF13P	NNN	1.3055824	
LINC01447	NNN	1.3055824	
RP4-798A10.7	NNN	1.29998	
BNIP3P17	NNN	1.2998947	
APCDD1L	NNN	1.2970071	
AC068580.5	NNN	1.2962962	
RPL21P132	NNN	1.2958881	
LEP	NNN	1.2939619	
RNU6-133P	NNN	1.2939619	
RP11-99J16__A.2	NNN	1.2938007	
LINC00488	NNN	1.2883698	
SDR9C7	NNN	1.2883698	
AC005618.6	NNN	1.2815294	
RP11-621L6.2	NNN	1.2795388	
CATSPERB	NNN	1.2789063	
GBP7	NNN	1.2784934	
ST6GALNAC2	NNN	1.2761581	
ACTG1P24	NNN	1.2746664	
FCRLB	NNN	1.2741065	
RNU7-79P	NNN	1.2722969	
AC007255.8	NNN	1.2721434	
AC099796.1	NNN	1.2710534	
RP11-610P16.1	NNN	1.2688949	
RP11-115A14.1	NNN	1.2680908	
LINC01589	NNN	1.2679492	
AC004490.1	NNN	1.2657524	
MSR1	NNN	1.2603586	
AC007229.3	NNN	1.2599287	
COX5BP6	NNN	1.2585034	
AC090810.1	NNN	1.2562853	
FYB	NNN	1.2552949	
BTN1A1	NNN	1.2552949	
CTD-2306A12.1	NNN	1.2552949	
CTD-2215E18.1	NNN	1.2536725	
RP11-688I9.5	NNN	1.2536725	
RP11-7K24.3	NNN	1.2531204	
LEFTY1	NNN	1.2511878	
RP11-91A18.4	NNN	1.25	
RP1-313L4.4	NNN	1.25	
RP4-607J2.1	NNN	1.25	
PSPHP1	NNN	1.25	
RP11-320N7.1	NNN	1.25	
DDX55P1	NNN	1.25	
RP11-747H7.3	NNN	1.25	
RNU6-131P	NNN	1.25	
RPL23AP2	NNN	1.25	
AP000356.2	NNN	1.25	
CTA-722E9.1	NNN	1.25	
RP11-734K21.3	NNN	1.2389934	
RP11-496B10.3	NNN	1.2389934	
SNORD62	NNN	1.2389934	
MRVI1-AS1	NNN	1.2389934	
MRO	NNN	1.2389934	
SNAP23P	NNN	1.2389934	
CTB-83J4.1	NNN	1.2386128	
RBMS1P1	NNN	1.2377719	
NCF2	NNN	1.2368474	
RP11-823P9.4	NNN	1.2356346	
EEF1A1P19	NNN	1.2343097	
NRXN1	NNN	1.2339207	
RP11-864G5.1	NNN	1.2320508	
GREM2	NNN	1.2299037	
EFCAB8	NNN	1.2285168	
CLCA2	NNN	1.2247449	
RP11-190D6.1	NNN	1.2240766	
MIR6793	NNN	1.2230803	
AC006372.6	NNN	1.220789	
LINC00303	NNN	1.2205913	
AC006960.5	NNN	1.2202393	
NCAM1	NNN	1.2177271	
SLC12A3	NNN	1.2177271	
RP11-354K1.2	NNN	1.2159786	
RP11-419M24.1	NNN	1.2128865	
ADGRE1	NNN	1.2125418	
SLC6A12	NNN	1.2088418	
SBF2-AS1	NNN	1.207328	
RP11-297P16.3	NNN	1.2037536	
RP11-799D4.4	NNN	1.2037536	
RN7SL186P	NNN	1.2037038	
RP11-794G24.1	NNN	1.2028198	
RP11-331F9.3	NNN	1.2027507	
bP-21264C1.2	NNN	1.2027245	
RPL30P3	NNN	1.2000227	
VN1R10P	NNN	1.2000227	
RP11-368M16.3	NNN	1.2000227	
AC015922.6	NNN	1.2000227	
RP11-396N11.1	NNN	1.2000227	
FFAR2	NNN	1.2000227	
CTD-2555O16.2	NNN	1.1980264	
RP11-227H15.4	NNN	1.1956521	
STARD5	NNN	1.1931267	
EIF1P7	NNN	1.1926714	
OGFOD2	NNN	1.1910621	
RP11-936I5.1	NNN	1.1862447	
GAPDHP65	NNN	1.1858677	
GSTM3	NNN	1.1824757	
RP11-843F11.1	NNN	1.1821146	
PSMC1P12	NNN	1.1793534	
RN7SKP87	NNN	1.1793534	
RP11-244C20.2	NNN	1.1793534	
CHCHD2P9	NNN	1.175874	
CTD-2033A16.2	NNN	1.1758536	
POLR2KP1	NNN	1.1752154	
TMEM119	NNN	1.1711646	
RP11-864N7.4	NNN	1.1702315	
RP11-158M2.4	NNN	1.1685222	
RP11-182J1.12	NNN	1.1666666	
FAM124A	NNN	1.1638108	
RP11-274B21.10	NNN	1.1636205	
AC012370.3	NNN	1.16314	
RP11-1084A12.1	NNN	1.1627907	
NPIPB4	NNN	1.1606485	
RP1-102G20.2	NNN	1.160254	
ANKRD44-IT1	NNN	1.160254	
AC092198.2	NNN	1.160254	
RP11-839D17.3	NNN	1.160254	
TMCC3	NNN	1.160254	
RPL23AP91	NNN	1.160254	
MIR140	NNN	1.160254	
AC005702.4	NNN	1.160254	
LINC00319	NNN	1.160254	
HHIPL1	NNN	1.1591339	
RP11-680F8.1	NNN	1.1588057	
VWA3B	NNN	1.1547801	
HYAL4	NNN	1.1547801	
RP11-179K3.2	NNN	1.152763	
CTD-2026K11.6	NNN	1.1516854	
SEC11B	NNN	1.1516587	
RP11-669E14.6	NNN	1.1509709	
RNF224	NNN	1.1508869	
CTD-2036J7.1	NNN	1.1494681	
RP11-168O16.1	NNN	1.1492461	
CBSL	NNN	1.1481723	
CLEC18C	NNN	1.1476805	
PPP1R14D	NNN	1.1462337	
CTB-180A7.6	NNN	1.1411166	
AC102953.4	NNN	1.1410165	
XXbac-BPG249D20.9	NNN	1.1402305	
POC1B-GALNT4	NNN	1.1402305	
RPS4XP17	NNN	1.1402305	
PCDHB9	NNN	1.136015	
CACNA1A	NNN	1.1353372	
RNU4-62P	NNN	1.132336	
IL2RA	NNN	1.132336	
RPL31P49	NNN	1.132336	
BMS1P8	NNN	1.132336	
RP11-399E6.1	NNN	1.1322935	
RP11-894J14.2	NNN	1.1322935	
MARK2P12	NNN	1.1322935	
RNU4ATAC18P	NNN	1.1317922	
MORN5	NNN	1.1310459	
RP11-849F2.9	NNN	1.1302036	
AC097382.5	NNN	1.1282948	
RP11-34P1.1	NNN	1.1282948	
AC002076.10	NNN	1.1282948	
TMPRSS11D	NNN	1.1282368	
FGF12	NNN	1.1265497	
CATSPER1	NNN	1.123244	
DCLK2	NNN	1.1229553	
GS1-279B7.2	NNN	1.122805	
CTC-273B12.10	NNN	1.1182268	
FUT1	NNN	1.1172161	
HOXC4	NNN	1.1078998	
BCYRN1	NNN	1.1068312	
AC017104.3	NNN	1.1053451	
RP11-329B9.5	NNN	1.1034777	
RP11-335K5.3	NNN	1.1025234	
LHFPL4	NNN	1.1024376	
RP11-380L11.4	NNN	1.1024376	
RP1-30M3.6	NNN	1.1012588	
NOTCH3	NNN	1.1002243	
KCNJ10	NNN	1.0985398	
RPSAP48	NNN	1.0980762	
RP11-977G19.14	NNN	1.0980762	
ITGA11	NNN	1.0973963	
LINC01141	NNN	1.0956906	
PTX4	NNN	1.0956906	
FLJ45079	NNN	1.0939103	
PLA2G4F	NNN	1.0926046	
XRCC6P4	NNN	1.0916728	
AMER3	NNN	1.0911115	
CADM2	NNN	1.0911115	
RPL12P10	NNN	1.0911115	
AC004813.1	NNN	1.0911115	
FAM35DP	NNN	1.0894016	
RP11-197N18.7	NNN	1.0894016	
PADI2	NNN	1.0890243	
PMS2P4	NNN	1.0888383	
RPL23P2	NNN	1.0882878	
RP11-728F11.4	NNN	1.0874639	
DTNA	NNN	1.0870726	
RPL17P50	NNN	1.0863327	
FAXDC2	NNN	1.084878	
RP11-137N23.1	NNN	1.0844407	
ALDH1A3	NNN	1.0842342	
FAM19A3	NNN	1.0799816	
RC3H1-IT1	NNN	1.0799816	
RP11-342K6.3	NNN	1.0799816	
CFAP221	NNN	1.0799816	
AC026188.1	NNN	1.0799816	
FAM86KP	NNN	1.0799816	
RP11-269M20.3	NNN	1.0799816	
CTC-422A18.1	NNN	1.0799816	
CTC-207P7.1	NNN	1.0799816	
RP1-34B20.19	NNN	1.0799816	
AKIRIN1P2	NNN	1.0799816	
RN7SL338P	NNN	1.0799816	
RP11-66C24.1	NNN	1.0799816	
DDX10P2	NNN	1.0799816	
PRR31	NNN	1.0799816	
RP11-278C7.2	NNN	1.0799816	
SH2D7	NNN	1.0799816	
SCNN1B	NNN	1.0799816	
C18orf42	NNN	1.0799816	
RP11-789C17.1	NNN	1.0799816	
RP11-794M8.1	NNN	1.0799816	
ZNF560	NNN	1.0799816	
CTC-448F2.4	NNN	1.0799816	
FCAR	NNN	1.0799816	
CTA-286B10.8	NNN	1.0799816	
RP11-488L18.6	NNN	1.0787274	
RP11-1182P23.5	NNN	1.0787274	
CSF3R	NNN	1.0783652	
CLDN5	NNN	1.0775411	
CEACAM20	NNN	1.0773678	
GUSBP11	NNN	1.0773227	
AC009961.5	NNN	1.0761584	
CTD-2339M3.1	NNN	1.0761584	
RP11-708L7.9	NNN	1.0761584	
CTB-39G8.2	NNN	1.0761584	
AC144652.1	NNN	1.0761561	
GAPDHP39	NNN	1.0750276	
CTD-3035D6.1	NNN	1.0750276	
MRPS31P4	NNN	1.0739366	
FOXD3-AS1	NNN	1.0714285	
CH17-353B19.1	NNN	1.0714285	
KCNJ9	NNN	1.0714285	
CYCSP4	NNN	1.0714285	
RP11-480I12.10	NNN	1.0714285	
RP11-345J13.1	NNN	1.0714285	
AC093166.4	NNN	1.0714285	
RNA5SP111	NNN	1.0714285	
AC012668.1	NNN	1.0714285	
AC090954.1	NNN	1.0714285	
AC104304.1	NNN	1.0714285	
AADACP1	NNN	1.0714285	
NLGN1	NNN	1.0714285	
RP11-102N12.3	NNN	1.0714285	
FAM26F	NNN	1.0714285	
AC092013.1	NNN	1.0714285	
AC002451.3	NNN	1.0714285	
AC002066.1	NNN	1.0714285	
TRPV5	NNN	1.0714285	
RNA5SP498	NNN	1.0714285	
LINC01496	NNN	1.0714285	
RP11-1114I9.1	NNN	1.0714285	
RP11-284H18.1	NNN	1.0714285	
RP5-1047A19.4	NNN	1.0714285	
TRMT112P4	NNN	1.0714285	
RNU7-23P	NNN	1.0714285	
RNU6-876P	NNN	1.0714285	
RBP3	NNN	1.0714285	
RP11-242G20.1	NNN	1.0714285	
RP11-793H13.8	NNN	1.0714285	
RP11-778J16.2	NNN	1.0714285	
RPL12P33	NNN	1.0714285	
BRD7P5	NNN	1.0714285	
C17orf98	NNN	1.0714285	
RNU6-287P	NNN	1.0714285	
RP11-535A5.1	NNN	1.0714285	
GNA15	NNN	1.0714285	
CTD-2529P6.4	NNN	1.0714285	
CHRFAM7A	NNN	1.0705634	
STEAP1B	NNN	1.0704663	
AC084809.2	NNN	1.0704663	
AC005757.6	NNN	1.0704663	
LINC01431	NNN	1.0688784	
RP11-114H23.3	NNN	1.0680448	
DNAH2	NNN	1.066914	
FOXD4L4	NNN	1.066627	
RP11-359B12.2	NNN	1.0665785	
ISX	NNN	1.0661348	
RPLP0P2	NNN	1.0658082	
RP5-899E9.1	NNN	1.0652765	
PNLIPRP1	NNN	1.0652765	
MMP3	NNN	1.0652037	
MEI1	NNN	1.0641289	
RP11-113K21.3	NNN	1.0637119	
SLC36A2	NNN	1.0632901	
RP11-46H11.3	NNN	1.0626265	
RP11-64C12.3	NNN	1.0625951	
RP11-158I9.8	NNN	1.0623363	
SLC35G3	NNN	1.0611831	
RP4-701O16.5	NNN	1.0606601	
RP11-707G14.8	NNN	1.0606601	
RP1-40E16.2	NNN	1.057681	
CSMD1	NNN	1.057681	
RP11-223J15.2	NNN	1.0575932	
RP11-79L9.2	NNN	1.0575932	
RP11-85G20.2	NNN	1.0575932	
RNY4P10	NNN	1.0551893	
TMEM35	NNN	1.0524851	
RN7SKP90	NNN	1.0523571	
CELF5	NNN	1.0513668	
RP11-61A14.4	NNN	1.0497813	
SPDYE16	NNN	1.0488455	
RP11-58A17.3	NNN	1.0447271	
KLF8	NNN	1.0444659	
RP11-68L18.1	NNN	1.0437075	
CTD-2410N18.3	NNN	1.0433795	
MAFIP	NNN	1.0424439	
RP11-178F10.1	NNN	1.0396496	
CTD-2083E4.6	NNN	1.0358983	
CRYBA2	NNN	1.0354893	
RP11-497H16.8	NNN	1.0338277	
MIR3945HG	NNN	1.0337386	
RP11-856B14.10	NNN	1.0337386	
BMPER	NNN	1.0331395	
FAM166A	NNN	1.0330704	
RP11-74C1.2	NNN	1.0316273	
RP11-571I18.4	NNN	1.0316273	
AP000442.1	NNN	1.0313123	
DAAM2	NNN	1.0305732	
RP11-44D5.2	NNN	1.0294118	
RP5-916O11.2	NNN	1.0294118	
SNORD58	NNN	1.0294118	
RN7SL442P	NNN	1.0294118	
SI	NNN	1.029211	
RP11-630A13.4	NNN	1.029211	
SNORA57	NNN	1.029211	
AC004941.3	NNN	1.029211	
MRVI1	NNN	1.029211	
RP11-678K21.2	NNN	1.029211	
DDX10P1	NNN	1.029211	
DMBT1P1	NNN	1.029211	
FNTAP2	NNN	1.029211	
CTD-2576F9.1	NNN	1.029211	
RP11-215E13.1	NNN	1.029211	
NLRP5	NNN	1.029211	
AC136616.1	NNN	1.029211	
RPS26P49	NNN	1.0289916	
DAW1	NNN	1.0270698	
LINC00899	NNN	1.0264136	
KIAA1683	NNN	1.0255764	
LINC01372	NNN	1.0225211	
CTC-344H19.4	NNN	1.0220935	
WASIR1	NNN	1.0173242	
CDK14	NNN	1.0165968	
C8orf17	NNN	1.0155752	
PCDH17	NNN	1.0155752	
WI2-85898F10.1	NNN	1.0155752	
AP001372.2	NNN	1.0146527	
WASF3-AS1	NNN	1.0146428	
CYP4F23P	NNN	1.0146428	
RNF5P1	NNN	1.0146118	
SNORA66	NNN	1.0130516	
SCARNA22	NNN	1.0118387	
AC106788.1	NNN	1.0115002	
LRP2	NNN	1.0113746	
ADCY5	NNN	1.010038	
LHX2	NNN	1.0099779	
RP11-136O12.2	NNN	1.0084139	
RP11-179B2.2	NNN	1.0084139	
APOBEC2	NNN	1.0080416	
AP001626.1	NNN	1.0080416	
RP11-295H24.5	NNN	1.0062058	
NEGR1	NNN	1.00604	
RP1-79C4.4	NNN	1.00604	
RN7SL18P	NNN	1.00604	
CX3CR1	NNN	1.00604	
CAPSL	NNN	1.00604	
MEF2C-AS1	NNN	1.00604	
ZDHHC20P1	NNN	1.00604	
RP11-103C16.2	NNN	1.00604	
RP11-568A7.2	NNN	1.00604	
ABC7-481722F1.1	NNN	1.00604	
AC099759.1	NNN	1.00604	
RP11-744I24.2	NNN	1.00604	
HIGD1AP6	NNN	1.00604	
C8orf88	NNN	1.00604	
RP11-98J9.2	NNN	1.00604	
RN7SL220P	NNN	1.00604	
RP11-239A17.1	NNN	1.00604	
RP11-90E9.1	NNN	1.00604	
GPR142	NNN	1.00604	
RN7SL236P	NNN	1.00604	
TCF4-AS2	NNN	1.00604	
RNA5SP463	NNN	1.00604	
AC130469.1	NNN	1.00604	
LLNLR-276E7.1	NNN	1.00604	
LAIR1	NNN	1.00604	
AC000081.2	NNN	1.00604	
SLIT3	NNN	1.005682	
BPIFB1	NNN	1.0055535	
RBM14-RBM4	NNN	1.0048426	
ZNF223	NNN	1.0034982	
RP11-346C20.3	NNN	1.0030528	
TBX10	NNN	1.0012815	
AC137695.1	NNN	1.000505	
RP3-510D11.2	NNN	1.0	
HMGN2P22	NNN	1.0	
AC012360.1	NNN	1.0	
UBBP1	NNN	1.0	
AC007163.2	NNN	1.0	
RP11-473P24.2	NNN	1.0	
CTSO	NNN	1.0	
RP11-546M4.1	NNN	1.0	
RP5-859M6.1	NNN	1.0	
NCF1C	NNN	1.0	
AC005077.7	NNN	1.0	
GPS2P1	NNN	1.0	
RP11-549L6.3	NNN	1.0	
AC015884.1	NNN	1.0	
PPM1E	NNN	1.0	
PGK1P2	NNN	1.0	
MIR23A	NNN	1.0	
CLEC17A	NNN	1.0	
RP11-631N16.4	NNN	1.0	
SUCLA2-AS1	NNN	0.9970559	
RPL7AP30	NNN	0.99506164	
OLFM1	NNN	0.99504125	
HERC5	NNN	0.99489164	
RP11-571E6.3	NNN	0.99489164	
ARPC4-TTLL3	NNN	0.9948488	
RP11-498P14.5	NNN	0.99451363	
RP11-60E8.2	NNN	0.9943726	
CTD-3064M3.7	NNN	0.9931241	
TEKT2	NNN	0.9924834	
RP11-303E16.7	NNN	0.9910316	
HSH2D	NNN	0.9907254	
RP5-1057I20.2	NNN	0.9906132	
PSTPIP2	NNN	0.990099	
RP11-295H24.4	NNN	0.9896484	
RP11-390E23.6	NNN	0.98896986	
RNU6-387P	NNN	0.9880823	
CTD-2568A17.8	NNN	0.9880823	
PLXNA4	NNN	0.9879751	
NCAPGP1	NNN	0.9876486	
RP11-447H19.3	NNN	0.98729265	
RP11-1084E5.1	NNN	0.98729265	
RP11-802F5.1	NNN	0.98729265	
RP11-356K23.2	NNN	0.98729265	
RP11-329J18.5	NNN	0.98729265	
AL133335.1	NNN	0.98729265	
IL18	NNN	0.9872912	
RP11-849F2.7	NNN	0.9865137	
PRORSD1P	NNN	0.9859364	
RTEL1	NNN	0.9852805	
AC009120.11	NNN	0.9848011	
PABPC1P1	NNN	0.98460716	
HEPH	NNN	0.98460716	
RP11-1250I15.3	NNN	0.9840033	
RP11-312J18.7	NNN	0.98377115	
RP11-77M5.1	NNN	0.98377115	
MYOG	NNN	0.98377115	
AC008073.7	NNN	0.98377115	
ZNF863P	NNN	0.98377115	
AC108868.3	NNN	0.98377115	
DAP3P2	NNN	0.98377115	
RPL23AP26	NNN	0.98377115	
RP11-775J23.2	NNN	0.98377115	
RNU6-547P	NNN	0.98377115	
GRIA2	NNN	0.98377115	
RARRES2P4	NNN	0.98377115	
RP11-2N5.2	NNN	0.98377115	
CXCL14	NNN	0.98377115	
LY86-AS1	NNN	0.98377115	
RP3-471C18.1	NNN	0.98377115	
RP11-210H10__A.1	NNN	0.98377115	
AC074389.1	NNN	0.98377115	
AC105052.2	NNN	0.98377115	
AKR1B15	NNN	0.98377115	
PCYT1B-AS1	NNN	0.98377115	
RPS7P14	NNN	0.98377115	
FABP5P15	NNN	0.98377115	
RP11-211N8.2	NNN	0.98377115	
GNA14-AS1	NNN	0.98377115	
RP11-732A19.8	NNN	0.98377115	
GIF	NNN	0.98377115	
RPL23AP58	NNN	0.98377115	
LDHAP5	NNN	0.98377115	
OVCH1-AS1	NNN	0.98377115	
RP11-248E9.1	NNN	0.98377115	
TPTE2P2	NNN	0.98377115	
OR11G2	NNN	0.98377115	
AL445074.1	NNN	0.98377115	
RP11-632K20.6	NNN	0.98377115	
RP11-356M20.2	NNN	0.98377115	
RP11-1212A22.8	NNN	0.98377115	
RP11-514D23.1	NNN	0.98377115	
RP11-85B7.4	NNN	0.98377115	
RP11-304F15.5	NNN	0.98377115	
ANKRD62	NNN	0.98377115	
TGM6	NNN	0.98377115	
LINC00658	NNN	0.98377115	
BRI3BPP1	NNN	0.98377115	
CTC-461H2.2	NNN	0.98377115	
CTC-339O9.2	NNN	0.98377115	
RNU6-123P	NNN	0.98377115	
RP11-297A16.2	NNN	0.9833533	
RP11-803P9.1	NNN	0.98262405	
RP11-288L9.4	NNN	0.9797959	
SIX3	NNN	0.9789418	
NRBF2P5	NNN	0.9785032	
PNRC2P1	NNN	0.9771108	
CTB-111H14.1	NNN	0.9771108	
RN7SL559P	NNN	0.9759705	
RNU6-584P	NNN	0.9759705	
RP11-85I17.2	NNN	0.97510374	
RP11-368I7.4	NNN	0.9748428	
RP13-991F5.2	NNN	0.97433776	
RP11-160O5.1	NNN	0.97402596	
GLDC	NNN	0.9736651	
RP11-758H9.2	NNN	0.9735173	
CTD-3020H12.4	NNN	0.9734994	
OR5BD1P	NNN	0.973386	
SLC4A1	NNN	0.973159	
CDH18	NNN	0.97311187	
NPC1L1	NNN	0.9720457	
RP11-404O13.5	NNN	0.97185564	
RP11-497D6.5	NNN	0.9717467	
SEC14L3	NNN	0.97129434	
EPHA1-AS1	NNN	0.96998847	
CYLC2	NNN	0.9696306	
UBXN10	NNN	0.9695817	
RP11-298H24.1	NNN	0.9688135	
RP11-379H8.1	NNN	0.9688135	
BCAR4	NNN	0.9688135	
SNRPGP2	NNN	0.9688135	
BMS1P10	NNN	0.96838534	
RP11-724N1.1	NNN	0.9674333	
RP11-793H13.12	NNN	0.9674333	
RP11-127B20.2	NNN	0.9669622	
ALG1L6P	NNN	0.9668018	
LMX1B	NNN	0.9660565	
SUSD3	NNN	0.9659295	
APLN	NNN	0.9651071	
ADPGK-AS1	NNN	0.9636155	
PYCARD	NNN	0.962963	
RN7SL426P	NNN	0.96295226	
CFI	NNN	0.96253884	
FAM110D	NNN	0.9615887	
PCDHB12	NNN	0.9579047	
TISP43	NNN	0.9574271	
RP5-951N9.2	NNN	0.9555662	
NRG4	NNN	0.95546335	
RP11-5C23.1	NNN	0.95533663	
HIST1H3B	NNN	0.9547033	
FAM21EP	NNN	0.95443034	
KCNG4	NNN	0.9542227	
RP5-966M1.5	NNN	0.9539417	
GNAT1	NNN	0.95333767	
RP4-669P10.19	NNN	0.9532566	
TMLHE-AS1	NNN	0.95090294	
KIF4B	NNN	0.950298	
RP11-539L10.5	NNN	0.9494898	
RP11-541P9.3	NNN	0.9494898	
RP11-185E8.1	NNN	0.9487103	
RP11-85A1.3	NNN	0.9487103	
TP53INP1	NNN	0.948553	
RP11-197N18.8	NNN	0.948152	
MCPH1-AS1	NNN	0.94768095	
SERF1B	NNN	0.94736844	
CCDC30	NNN	0.9471366	
LINC00491	NNN	0.94650203	
PTRH1	NNN	0.94565314	
AC009950.2	NNN	0.9449465	
LAGE3P1	NNN	0.9436134	
RP1-203P18.1	NNN	0.9435503	
USH2A	NNN	0.94342965	
CDC37L1-AS1	NNN	0.9431507	
RP11-20G13.2	NNN	0.94221294	
AC009005.2	NNN	0.94119084	
BCAT1	NNN	0.94100386	
LINC00907	NNN	0.94100386	
ATP1B2	NNN	0.94017947	
RP11-531F16.4	NNN	0.9392082	
AC022007.5	NNN	0.93918866	
RP11-36I17.2	NNN	0.93864435	
RP11-325L12.6	NNN	0.9379975	
RPS12P31	NNN	0.9379975	
RPS10L	NNN	0.9375	
CTB-113P19.3	NNN	0.93592197	
CHRM5	NNN	0.93549186	
IDI2-AS1	NNN	0.9351402	
RP11-302F12.10	NNN	0.9350456	
KRT8P45	NNN	0.93441546	
CFL1P1	NNN	0.93427837	
RP5-1112D6.8	NNN	0.9340685	
MAP6	NNN	0.9331683	
RP11-80N2.2	NNN	0.93236464	
MDGA2	NNN	0.93236464	
RNU6-218P	NNN	0.93173325	
RP11-338E21.2	NNN	0.93173325	
AC092614.2	NNN	0.93138754	
AC016757.3	NNN	0.9307691	
FAM3D-AS1	NNN	0.9307691	
RP11-463H12.2	NNN	0.9307691	
RP11-323I14__A.1	NNN	0.9307691	
