NAME	TITLE	SCORE	
RP11-484D2.3	NNN	1.247715	
RP3-403L10.3	NNN	1.2389934	
RPS4XP3	NNN	1.2374355	
NRBF2P3	NNN	1.2244964	
RP11-46J23.1	NNN	1.2244964	
RP11-154D6.1	NNN	1.2244964	
RP11-315L6.1	NNN	1.2244964	
RP3-510L9.1	NNN	1.2181646	
RNA5SP217	NNN	1.2173862	
TTLL7-IT1	NNN	1.2149984	
TBC1D3	NNN	1.2123929	
AC124914.3	NNN	1.2119592	
RP11-409C19.2	NNN	1.2095063	
RP4-534N18.2	NNN	1.2088678	
AC023283.1	NNN	1.2085466	
C11orf42	NNN	1.2073654	
ZMYND19P1	NNN	1.2049923	
RP11-43F13.4	NNN	1.2028822	
AC074117.13	NNN	1.2012653	
AC011406.2	NNN	1.2012653	
RP11-367F23.2	NNN	1.2012653	
TLR5	NNN	1.2011446	
RP11-166B2.7	NNN	1.2011446	
RNU6-298P	NNN	1.2011446	
CTD-2293H3.1	NNN	1.2011446	
DEPTOR	NNN	1.199095	
TBPL2	NNN	1.1989152	
AC068669.1	NNN	1.193064	
RP11-270C12.3	NNN	1.1925435	
ECM2	NNN	1.1903213	
LINC01346	NNN	1.185666	
RP11-890B15.2	NNN	1.184006	
SPATA13-AS1	NNN	1.1756166	
HMGN1P24	NNN	1.1754601	
RPL7AP10	NNN	1.1744932	
CHKB-AS1	NNN	1.1734108	
HMGA1P2	NNN	1.1731236	
RP11-111H13.1	NNN	1.1712788	
LCMT1-AS1	NNN	1.1689591	
ACTA2-AS1	NNN	1.16584	
AGGF1P1	NNN	1.1641432	
AL133243.4	NNN	1.1534594	
RP11-11N7.5	NNN	1.1515962	
MAPK6PS3	NNN	1.1514336	
KCNG2	NNN	1.1508104	
SEPHS1P1	NNN	1.1483612	
RNA5SP379	NNN	1.1483612	
RCC2P4	NNN	1.1433842	
EDARADD	NNN	1.1413059	
RP11-186B7.7	NNN	1.1378511	
RP3-344J20.3	NNN	1.1345693	
RP1-28H20.3	NNN	1.1298254	
TAS2R31	NNN	1.122983	
AGGF1P2	NNN	1.1205606	
PRDM13	NNN	1.1194139	
AF196970.3	NNN	1.1190418	
HMGB3P4	NNN	1.1163274	
PPT2-EGFL8	NNN	1.1151822	
TMEM59L	NNN	1.109597	
LL22NC03-2H8.4	NNN	1.1085973	
RGL4	NNN	1.1064426	
DCHS2	NNN	1.1064247	
SETP17	NNN	1.1064247	
CRYZP1	NNN	1.1051587	
CTD-3236F5.1	NNN	1.1021606	
DACH1	NNN	1.0977821	
RP11-354P11.3	NNN	1.0968058	
RP1-199J3.7	NNN	1.0927753	
RP11-462D18.2	NNN	1.0880243	
RP11-63K6.1	NNN	1.08709	
RP11-667M19.10	NNN	1.0869565	
PDC	NNN	1.086648	
PGM5P2	NNN	1.0840467	
MTMR8	NNN	1.0829693	
CDKN2AIPNLP1	NNN	1.0815526	
MIR548C	NNN	1.0815526	
LINC01526	NNN	1.0815526	
RP11-387H17.4	NNN	1.0815526	
GS1-293C5.1	NNN	1.076048	
LRRC37A11P	NNN	1.0717665	
RNU6-720P	NNN	1.0676233	
RAB5CP1	NNN	1.0676233	
AC012314.19	NNN	1.0676233	
TAS2R18	NNN	1.067431	
LILRB3	NNN	1.0658557	
RN7SL113P	NNN	1.064106	
AL035422.1	NNN	1.064106	
MFAP1P1	NNN	1.0631564	
ZNF563	NNN	1.0627868	
HIST1H2BJ	NNN	1.0604187	
GIPC2	NNN	1.056888	
KB-226F1.2	NNN	1.0568799	
CAV3	NNN	1.0565443	
PCBP2P1	NNN	1.0559226	
DYNC2H1	NNN	1.0555786	
RP11-769O8.3	NNN	1.0552908	
LY6G6E	NNN	1.054858	
IGSF11	NNN	1.0528201	
RP11-986G18.2	NNN	1.0528201	
TLX1	NNN	1.050633	
RP11-1348G14.6	NNN	1.0497813	
LRRN2	NNN	1.0488684	
ANKRD36C	NNN	1.0476006	
TMEM75	NNN	1.0461189	
HPD	NNN	1.0406822	
RP11-647K16.1	NNN	1.0401666	
RP11-259G18.1	NNN	1.0368994	
NANOGP4	NNN	1.0335389	
NPTN-IT1	NNN	1.0328115	
RP11-365D9.1	NNN	1.0324321	
MIR635	NNN	1.027813	
ZNF593	NNN	1.0271152	
RP13-36G14.3	NNN	1.0266378	
SPOCD1	NNN	1.0262673	
RP11-290F5.1	NNN	1.022623	
FAM133CP	NNN	1.0186274	
ACTL8	NNN	1.0182838	
GPR89A	NNN	1.0173697	
LINC00886	NNN	1.0162601	
DOCK3	NNN	1.0144213	
PAGE2	NNN	1.0120873	
RP11-131M11.2	NNN	1.0070919	
GK-AS1	NNN	1.0050066	
ST6GALNAC5	NNN	1.0030628	
TAS2R30	NNN	1.0024136	
RP11-328C8.2	NNN	0.9994483	
EHMT1-IT1	NNN	0.9963678	
ACSL6	NNN	0.99623615	
NEURL2	NNN	0.99566466	
EPHX2	NNN	0.995361	
RNA5SP201	NNN	0.995275	
RP11-126K1.2	NNN	0.9928009	
GJC3	NNN	0.99168843	
RP11-148B6.1	NNN	0.9915514	
RP11-52J3.3	NNN	0.98859715	
CTB-75G16.1	NNN	0.9880727	
HMGB3P14	NNN	0.9860332	
AC068657.2	NNN	0.9860332	
KB-1460A1.2	NNN	0.9860332	
AC090587.4	NNN	0.9860332	
AC104451.2	NNN	0.9860332	
RP11-973N13.4	NNN	0.98474777	
AC064850.4	NNN	0.9845033	
CTD-2373H9.3	NNN	0.9844257	
RP4-753P9.3	NNN	0.9839011	
RP1-261D10.2	NNN	0.9830663	
RP11-711M9.2	NNN	0.98302454	
MTOR-AS1	NNN	0.979193	
RP11-168L7.3	NNN	0.97720456	
RP11-357N13.2	NNN	0.97720456	
RNU4-22P	NNN	0.97720456	
PAPPA	NNN	0.9769698	
RN7SKP173	NNN	0.9766464	
CDCA4P1	NNN	0.97542644	
MAP1B	NNN	0.97505325	
RP1-191J18.66	NNN	0.97402596	
RP11-266L9.5	NNN	0.97258544	
AC007773.1	NNN	0.9723927	
CTD-2509G16.5	NNN	0.9719601	
RP11-666O2.4	NNN	0.9716787	
B3GNT8	NNN	0.97023356	
LINC01473	NNN	0.9699982	
RP11-187A9.3	NNN	0.9697683	
ALOX5AP	NNN	0.96730316	
RP11-214K3.21	NNN	0.96415997	
MLF1	NNN	0.96393895	
MESTIT1	NNN	0.9634749	
YPEL4	NNN	0.9611935	
AC004019.13	NNN	0.95938087	
GOLGA6A	NNN	0.95434666	
HIST1H4B	NNN	0.95288676	
RP11-211G3.3	NNN	0.95202124	
RP11-180I4.4	NNN	0.95202124	
AC092620.2	NNN	0.9503265	
NPHP3-AS1	NNN	0.9503265	
HCG14	NNN	0.9503265	
TAS2R3	NNN	0.9503265	
CHCHD2P1	NNN	0.9503265	
RP1-68D18.2	NNN	0.9503265	
MIR544B	NNN	0.944916	
RNU6-975P	NNN	0.944916	
RP11-473O4.1	NNN	0.944916	
RP11-621H8.2	NNN	0.944916	
CTC-454I21.3	NNN	0.944916	
SLC38A11	NNN	0.9440489	
BZRAP1-AS1	NNN	0.9434931	
EZR-AS1	NNN	0.94326174	
PRKG1	NNN	0.94174534	
CTD-3148I10.15	NNN	0.9413802	
RP11-242C19.2	NNN	0.94124484	
RP11-763B22.7	NNN	0.9378965	
RP11-485M7.2	NNN	0.9374219	
RLN2	NNN	0.9373241	
RP11-50D16.4	NNN	0.9359691	
MTND4LP14	NNN	0.9351667	
FAM20A	NNN	0.9331273	
SLC25A6P5	NNN	0.9330881	
DCHS1	NNN	0.9329529	
RP1-145M24.1	NNN	0.93236464	
PHC1P1	NNN	0.932199	
HIST1H3PS1	NNN	0.9305817	
RP11-1129I3.1	NNN	0.9305817	
AC132068.1	NNN	0.9305817	
RNA5SP437	NNN	0.9305817	
RP11-178C3.8	NNN	0.9305817	
CTC-246B18.10	NNN	0.9305817	
RN7SL20P	NNN	0.9305817	
RP1-290F12.3	NNN	0.930293	
RP11-33N14.5	NNN	0.9300692	
RPS15AP36	NNN	0.9293501	
RP11-282O18.3	NNN	0.92867434	
RP11-432I5.8	NNN	0.9276261	
CTD-2012J19.2	NNN	0.9271808	
AL358852.1	NNN	0.92676663	
CRYBG3	NNN	0.92676055	
CNGA4	NNN	0.9263874	
CTC-436P18.5	NNN	0.92543644	
LECT1	NNN	0.92543644	
C1orf95	NNN	0.9242372	
RP11-36B15.1	NNN	0.9242372	
C3orf80	NNN	0.9242372	
RP11-292F9.1	NNN	0.92418194	
RP11-320N21.1	NNN	0.92348665	
RP11-159D12.3	NNN	0.9232219	
RP11-214K3.5	NNN	0.92276734	
ZDHHC11B	NNN	0.9225403	
SNORA71B	NNN	0.922521	
RP1-202O8.2	NNN	0.92251384	
AC073957.15	NNN	0.9214604	
RP11-68L18.1	NNN	0.92145014	
PRR18	NNN	0.92105263	
KB-1410C5.5	NNN	0.9202204	
CPE	NNN	0.92006505	
FLT4	NNN	0.9196898	
MRPS31P5	NNN	0.9194005	
GHR	NNN	0.9193263	
CAMK1	NNN	0.919068	
DSPP	NNN	0.9185723	
RP11-357G3.2	NNN	0.9176762	
OR52B2	NNN	0.9171793	
CTD-2310F14.1	NNN	0.91665417	
SLC26A8	NNN	0.9158907	
RP4-695O20.1	NNN	0.91565025	
AC090018.1	NNN	0.91421354	
HSD3BP3	NNN	0.91372	
VDAC1P9	NNN	0.91372	
GPR52	NNN	0.91372	
AC009480.1	NNN	0.91372	
RNU6-107P	NNN	0.91372	
STPG2	NNN	0.91372	
FGF2	NNN	0.91372	
CTC-436P18.4	NNN	0.91372	
RP11-446F17.3	NNN	0.91372	
RP5-1100E15.4	NNN	0.91372	
MAGEA12	NNN	0.91372	
MIR938	NNN	0.91372	
MIR1307	NNN	0.91372	
RNA5SP364	NNN	0.91372	
RP11-490N5.3	NNN	0.91372	
RP11-665C16.5	NNN	0.91372	
RP11-1078H9.5	NNN	0.91372	
LA16c-306E5.1	NNN	0.91372	
RP11-19N8.3	NNN	0.91372	
RP11-83J16.1	NNN	0.9117944	
RP11-405A12.1	NNN	0.9116196	
RP11-434D9.2	NNN	0.91142935	
RP11-609N14.4	NNN	0.909077	
C1orf111	NNN	0.9087298	
LINC00908	NNN	0.90843695	
CTD-2349P21.7	NNN	0.90764403	
ZNRF3-IT1	NNN	0.90764403	
MTND4P9	NNN	0.90734357	
CTNNAP1	NNN	0.9067857	
RP11-117L5.1	NNN	0.90659636	
CLGN	NNN	0.9046521	
RP5-834N19.1	NNN	0.90435743	
ABCB1	NNN	0.9034508	
RP11-214O1.2	NNN	0.90292263	
AC073254.1	NNN	0.90194964	
CTC-479C5.11	NNN	0.9013363	
SLC22A15	NNN	0.8990732	
RP11-222K16.1	NNN	0.89670265	
RNU6-130P	NNN	0.89670265	
CTD-2262B20.1	NNN	0.89518136	
FLJ13224	NNN	0.89503247	
FREM1	NNN	0.8935305	
RP5-1029F21.4	NNN	0.89162624	
LA16c-395F10.2	NNN	0.89094156	
AC006946.15	NNN	0.8905327	
AOAH	NNN	0.88949555	
ZBED6	NNN	0.8883357	
RP4-710M16.2	NNN	0.8876242	
AK3P3	NNN	0.88741994	
RN7SL23P	NNN	0.8870397	
RP11-1055B8.9	NNN	0.88559854	
FCGR1A	NNN	0.8838727	
LINC01091	NNN	0.8837338	
RP1-47A17.1	NNN	0.88355	
Six3os1_5	NNN	0.88329583	
LZTS1	NNN	0.88205874	
AC104534.2	NNN	0.8808223	
SPATA1	NNN	0.879895	
AC005540.3	NNN	0.8798237	
RP11-401P9.1	NNN	0.87922084	
RP11-214J9.1	NNN	0.8788068	
RP11-407N17.5	NNN	0.8770349	
FP236383.9	NNN	0.876295	
RP11-531A24.5	NNN	0.8759362	
OSTCP8	NNN	0.8756557	
AC007000.10	NNN	0.8750115	
RP4-657D16.6	NNN	0.8746403	
RNU2-70P	NNN	0.8746403	
PRKRIRP2	NNN	0.8746403	
RN7SKP25	NNN	0.8746403	
RNU1-87P	NNN	0.8746403	
MIR4641	NNN	0.8746403	
RNU6-302P	NNN	0.8746403	
VIP	NNN	0.8746403	
RAD17P1	NNN	0.8746403	
RP11-266K4.13	NNN	0.8746403	
RP11-328C8.4	NNN	0.8746403	
RP11-117N2.2	NNN	0.8746403	
RP1-267D11.1	NNN	0.8746403	
ANKRD26P4	NNN	0.8746403	
AL133153.1	NNN	0.8746403	
RNU7-63P	NNN	0.8746403	
RP11-345J4.3	NNN	0.8746403	
CTF2P	NNN	0.8746403	
SMG6-IT1	NNN	0.8746403	
FLJ16779	NNN	0.8746403	
RNU6-1272P	NNN	0.8742467	
RP3-365I19.2	NNN	0.873833	
FAM20C	NNN	0.8730036	
AP001432.14	NNN	0.872672	
AC067956.1	NNN	0.87062484	
OR10A4	NNN	0.8704668	
RP1-29C18.10	NNN	0.8673691	
AP006222.2	NNN	0.8673675	
RP11-867G2.5	NNN	0.8671001	
CCDC149	NNN	0.8666725	
COL22A1	NNN	0.8661224	
RP11-62C3.6	NNN	0.8656067	
AC006116.19	NNN	0.8656067	
CHRM3-AS1	NNN	0.8656067	
PRH2	NNN	0.8656067	
RP11-785D18.3	NNN	0.8650098	
RP11-34P13.16	NNN	0.864092	
RP11-687F6.5	NNN	0.8630347	
LA16c-385E7.1	NNN	0.8625912	
RPL7L1P2	NNN	0.86243045	
RNU6-652P	NNN	0.8604574	
CTC-457L16.2	NNN	0.85947305	
RP11-75C10.9	NNN	0.85856104	
PGM5	NNN	0.8584935	
RP11-544O24.2	NNN	0.85809636	
RNU1-91P	NNN	0.8577526	
RP11-394O4.3	NNN	0.85722643	
COL6A4P1	NNN	0.85690653	
RP13-46H24.1	NNN	0.8564933	
RP11-370B6.1	NNN	0.85621804	
GRAP2	NNN	0.8561529	
RP11-396C23.2	NNN	0.8555096	
NSRP1P1	NNN	0.8554203	
SPIN2A	NNN	0.8548916	
LINC00638	NNN	0.8548735	
IGSF9B	NNN	0.85427135	
RP11-96B5.3	NNN	0.85417956	
RP11-354M20.3	NNN	0.85378504	
RP11-155O18.6	NNN	0.853336	
RP3-441A12.1	NNN	0.85301274	
LGI2	NNN	0.8526069	
RP5-882O7.4	NNN	0.8521754	
RP11-467P9.1	NNN	0.8521754	
AC009262.2	NNN	0.8521754	
CTD-2547H18.1	NNN	0.8521754	
ERP27	NNN	0.8521754	
RP11-469H8.6	NNN	0.8521754	
RNU6-87P	NNN	0.8521754	
LINC00427	NNN	0.8521754	
RP11-244F12.1	NNN	0.8521754	
AC025284.1	NNN	0.8521754	
RP11-720L3.1	NNN	0.8521754	
WFDC12	NNN	0.8521754	
VN2R17P	NNN	0.8521754	
RP11-64K12.9	NNN	0.8515338	
RP4-677H15.4	NNN	0.85128474	
SCARNA23	NNN	0.85128474	
CTD-2308G16.1	NNN	0.85128474	
FDPSP4	NNN	0.8511126	
PLSCR5	NNN	0.8509644	
TNNC2	NNN	0.85091436	
PRSS56	NNN	0.8506312	
RP11-667F9.1	NNN	0.85054094	
ANKRD18CP	NNN	0.8487887	
RP11-42O15.3	NNN	0.8480817	
BTBD11	NNN	0.8463379	
IQUB	NNN	0.8453299	
RP11-1006G14.1	NNN	0.84520787	
NACA3P	NNN	0.8449405	
AC090154.1	NNN	0.84448195	
CSRNP3	NNN	0.8440886	
RP3-370M22.8	NNN	0.8440138	
DDC	NNN	0.8426887	
CCT7P2	NNN	0.84238327	
MEF2C	NNN	0.83978206	
OFD1P17	NNN	0.8385006	
RNU6-377P	NNN	0.83776534	
SOX21-AS1	NNN	0.83753467	
RPS12P27	NNN	0.83742344	
MMP24	NNN	0.8356348	
CTC-559E9.6	NNN	0.8354623	
MIR6775	NNN	0.8347313	
TTC28	NNN	0.8346431	
SYNC	NNN	0.83293456	
RNU4-80P	NNN	0.83197504	
LRRFIP1P1	NNN	0.8319624	
POPDC3	NNN	0.83170414	
ZNF878	NNN	0.8316537	
LA16c-380F5.3	NNN	0.8315591	
CTC-281F24.5	NNN	0.83152616	
RP11-500G22.4	NNN	0.82945645	
LINC00216	NNN	0.8294334	
RP3-476K8.4	NNN	0.82860917	
FO393414.1	NNN	0.8279467	
SERPINH1P1	NNN	0.8279467	
HIGD1AP16	NNN	0.8279467	
PDCD1	NNN	0.8275786	
CTA-221G9.12	NNN	0.8268624	
RNU6ATAC24P	NNN	0.82599026	
BHLHA15	NNN	0.8253636	
RP3-510O8.4	NNN	0.8251375	
SNORD18	NNN	0.8248385	
RP5-823G15.5	NNN	0.82480896	
RP11-267M23.4	NNN	0.8245409	
AC009410.1	NNN	0.82409775	
DLEU2L	NNN	0.8236184	
CTD-2336O2.3	NNN	0.82339674	
RP11-214N15.5	NNN	0.8230894	
RP4-717I23.2	NNN	0.8228911	
PRSS1	NNN	0.8228911	
RP11-23N2.4	NNN	0.821455	
MICE	NNN	0.82117957	
SNORD72	NNN	0.82096064	
RP11-568J23.5	NNN	0.82087445	
RP13-216E22.4	NNN	0.81930786	
PFN1P6	NNN	0.81912905	
RP11-371I20.2	NNN	0.81912684	
RP11-117L5.4	NNN	0.8185951	
HMGB1P31	NNN	0.81769323	
RP11-365D23.4	NNN	0.8171955	
RP11-83M16.6	NNN	0.8171222	
RPL13AP6	NNN	0.8164966	
RP11-574K11.8	NNN	0.8156636	
FZD7	NNN	0.8153831	
NKILA	NNN	0.81456804	
C6orf52	NNN	0.8145236	
RP11-15M15.1	NNN	0.81421673	
RPL30P2	NNN	0.81381637	
ITIH4-AS1	NNN	0.81381637	
MIR6856	NNN	0.81381637	
LAMA2	NNN	0.813742	
HNRNPA1P8	NNN	0.8132817	
LL0XNC01-36H8.1	NNN	0.8126152	
RP11-90B9.3	NNN	0.81210196	
RP11-132A1.6	NNN	0.8120144	
RP11-383F6.1	NNN	0.81200373	
RP11-583F2.5	NNN	0.81149405	
RP11-707O23.1	NNN	0.8111164	
RP11-981G7.6	NNN	0.8110296	
LINC01558	NNN	0.8106095	
ITPR2	NNN	0.80985105	
LINC01431	NNN	0.80887467	
RP11-497H17.1	NNN	0.8083347	
RP11-537E18.1	NNN	0.8075866	
RP11-46O21.2	NNN	0.8075866	
CAMK4	NNN	0.8074161	
CYP21A2	NNN	0.80707186	
RP11-393I2.2	NNN	0.80707186	
RP11-20D14.6	NNN	0.80707186	
SNORD112	NNN	0.80633754	
C5orf66-AS2	NNN	0.8062778	
RP11-843A23.1	NNN	0.80575055	
YTHDF1P1	NNN	0.80521965	
RNU7-115P	NNN	0.80521965	
TRBJ2-3	NNN	0.8049472	
LINC01237	NNN	0.80388564	
RP11-89K10.1	NNN	0.80335087	
PITPNA-AS1	NNN	0.8032195	
NTF6B	NNN	0.8029236	
RP11-207C16.4	NNN	0.8029236	
COLCA2	NNN	0.8029236	
AL512506.1	NNN	0.8029236	
RN7SL279P	NNN	0.8029236	
AC004832.1	NNN	0.8029236	
AC090286.2	NNN	0.80288976	
RN7SL431P	NNN	0.8018686	
RP5-956O18.2	NNN	0.8015696	
PLA1A	NNN	0.8013877	
CMB9-94B1.2	NNN	0.801144	
RNU6-844P	NNN	0.80103445	
AKR7A2P1	NNN	0.80073035	
RP11-83B20.3	NNN	0.8002824	
MYEF2	NNN	0.8	
ITGA1	NNN	0.7997215	
RP11-474P2.2	NNN	0.79844904	
DCUN1D2-AS	NNN	0.798409	
MAB21L3	NNN	0.79676306	
RP11-437B10.1	NNN	0.79640436	
AP000487.4	NNN	0.79628634	
RP11-517I3.1	NNN	0.796058	
MIR595	NNN	0.7955559	
RP11-857B24.5	NNN	0.79499495	
VANGL2	NNN	0.79492	
NMNAT2	NNN	0.79444045	
REL	NNN	0.7942101	
RP11-751K21.1	NNN	0.79392964	
RP11-181K3.4	NNN	0.79391205	
RP11-770J1.5	NNN	0.7938216	
CTD-2010I16.1	NNN	0.7934361	
AEBP1	NNN	0.7934295	
GOLGA2P7	NNN	0.7923047	
AATBC	NNN	0.7922196	
SLC18A1	NNN	0.79181856	
PCDHB7	NNN	0.7915125	
AL022476.2	NNN	0.7914483	
MIR579	NNN	0.7906748	
ADAMTS7	NNN	0.78870034	
RP13-650J16.1	NNN	0.7883331	
OMG	NNN	0.78833115	
UBE2Q2P2	NNN	0.78761137	
PSORS1C3	NNN	0.7869346	
LINC01619	NNN	0.78692496	
RP11-28G8.1	NNN	0.7865499	
RGPD4	NNN	0.7859545	
GFAP	NNN	0.7859545	
RNVU1-1	NNN	0.785939	
SNORA2C	NNN	0.78579664	
HPR	NNN	0.7852648	
RP11-536C5.7	NNN	0.784978	
HSPD1P11	NNN	0.78400147	
CTD-2135J3.3	NNN	0.7834423	
RAB9B	NNN	0.7832953	
RP1-137D17.2	NNN	0.7832177	
RP11-576I22.2	NNN	0.78313535	
RP11-410L14.2	NNN	0.78312576	
RP11-197M22.2	NNN	0.78265727	
GKAP1	NNN	0.7823961	
RP11-927P21.1	NNN	0.7823129	
RN7SL487P	NNN	0.7820008	
LINC00316	NNN	0.7817637	
RP1-39G22.4	NNN	0.7817637	
RPL17P25	NNN	0.7817637	
RP11-692P14.1	NNN	0.7817637	
RP11-973H7.4	NNN	0.7817637	
CTC-379B2.4	NNN	0.7817637	
RP5-849H19.2	NNN	0.7817637	
AC009505.2	NNN	0.7817637	
PROSER2-AS1	NNN	0.7805163	
DLEU7	NNN	0.7803468	
COPZ2	NNN	0.77997786	
ANKRD61	NNN	0.7798085	
TATDN2P2	NNN	0.77968526	
RNA5SP311	NNN	0.7795444	
SNORA22	NNN	0.7788945	
PRODH2	NNN	0.7783313	
RP11-56B16.5	NNN	0.7781925	
AC090181.1	NNN	0.77803904	
RP11-336A10.5	NNN	0.77708507	
FMO3	NNN	0.77705353	
SH2D2A	NNN	0.777011	
RNA5SP317	NNN	0.7765275	
RP11-110I1.13	NNN	0.77645713	
PRRT3	NNN	0.77636856	
HOXA10-AS	NNN	0.77535003	
AC004112.4	NNN	0.7750663	
FN1	NNN	0.7748679	
FAM184B	NNN	0.7741954	
RP11-333E1.2	NNN	0.77367204	
ATP12A	NNN	0.7734158	
CYP4Z1	NNN	0.77193546	
AL606500.1	NNN	0.77193546	
RP11-100E13.3	NNN	0.77193546	
RN7SL126P	NNN	0.77193546	
AC018878.3	NNN	0.77193546	
AC067945.3	NNN	0.77193546	
RP11-175P19.2	NNN	0.77193546	
RP11-58B2.1	NNN	0.77193546	
RNU6-1164P	NNN	0.77193546	
RP11-159H10.1	NNN	0.77193546	
CASC19	NNN	0.77193546	
CCDC179	NNN	0.77193546	
RP11-525E9.1	NNN	0.77193546	
KCTD4	NNN	0.77193546	
RP11-1078H9.2	NNN	0.77193546	
AL117209.1	NNN	0.77193546	
RNU6-196P	NNN	0.77193546	
RP11-311F12.1	NNN	0.77193546	
RP1-56J10.8	NNN	0.77193546	
AP000279.1	NNN	0.77193546	
AL138706.2	NNN	0.77179897	
VWDE	NNN	0.771698	
AC000120.7	NNN	0.7708988	
ZBED3-AS1	NNN	0.77058613	
HIST1H2BO	NNN	0.76971346	
RP11-199F6.4	NNN	0.7693311	
AC000095.11	NNN	0.76915014	
RP1-63M2.7	NNN	0.7686594	
XXbac-B444P24.10	NNN	0.7678387	
RP11-379F4.7	NNN	0.76741207	
RP11-358B23.7	NNN	0.7669672	
ACAP2-IT1	NNN	0.7659306	
EID2B	NNN	0.7659208	
AC017028.4	NNN	0.7657286	
RP11-348N5.7	NNN	0.7650476	
RP1-167G20.2	NNN	0.76504004	
MPC1L	NNN	0.76504004	
PLXNC1	NNN	0.7647059	
AC000078.5	NNN	0.7646672	
GS1-184P14.2	NNN	0.7645817	
RP11-709A23.2	NNN	0.7642973	
MIR181A2	NNN	0.7634773	
ATP8A1	NNN	0.7631712	
RN7SL724P	NNN	0.762946	
MIR4637	NNN	0.762946	
ADAMTS19-AS1	NNN	0.762946	
PGAM1P10	NNN	0.762946	
HRCT1	NNN	0.762946	
PYY	NNN	0.762946	
RBBP4P2	NNN	0.7623708	
SNORA47	NNN	0.76190615	
RP11-17G12.2	NNN	0.76170045	
TMEM170B	NNN	0.7614213	
RPS3AP2	NNN	0.7590939	
RP13-614K11.2	NNN	0.75867164	
RP11-153K11.3	NNN	0.7585232	
RNU6ATAC16P	NNN	0.75851995	
C1QTNF9B	NNN	0.75842285	
AL049794.1	NNN	0.758021	
TOB1-AS1	NNN	0.75587183	
SERPIND1	NNN	0.755793	
RP11-1198D22.1	NNN	0.7549713	
SULF1	NNN	0.75489247	
Z69720.2	NNN	0.75489247	
SCARNA24	NNN	0.75480336	
NOTCH2	NNN	0.7545148	
MIA2	NNN	0.7544339	
RP11-528I4.2	NNN	0.75422454	
RP11-96O20.5	NNN	0.75422454	
AC015971.2	NNN	0.7540771	
HES5	NNN	0.75382346	
RP1-20B11.2	NNN	0.7532215	
AC144522.1	NNN	0.753177	
CH17-373J23.1	NNN	0.7522982	
AC017104.6	NNN	0.75223356	
TMEM88B	NNN	0.752045	
IL21R-AS1	NNN	0.7507056	
RP11-143A12.3	NNN	0.7503415	
ARL4AP2	NNN	0.75011414	
BAZ2B	NNN	0.74998176	
ACTBP2	NNN	0.7496653	
IL15	NNN	0.7491977	
KB-1460A1.1	NNN	0.74760336	
TBC1D10C	NNN	0.7465456	
RP11-666F17.1	NNN	0.7465125	
RP11-803D5.4	NNN	0.7460213	
ZNF322P1	NNN	0.7449138	
RP11-613H2.2	NNN	0.7448077	
RP5-1159O4.2	NNN	0.7437867	
ZNF81	NNN	0.7434833	
MGC16275	NNN	0.742626	
AC016549.1	NNN	0.74231184	
CTD-2027I19.2	NNN	0.74205816	
RP11-1023L17.2	NNN	0.7400722	
NBPF14	NNN	0.73994917	
